Red Tide Sighting No.,Date of Report,Date of Dissipation,Group,Species,Location,Latitude,Longitude,Coordinate System
2015S0011,2015-01-07,2015-01-09,Dinoflagellates,Noctiluca scintillans,Cheung Chau Tung Wan Beach,22.2099362506307,114.030700446221,WGS84
2015S0010,2015-01-07,2015-01-09,Dinoflagellates,Noctiluca scintillans,"Kwun Yam Beach, Cheung Chau",22.2071092134582,114.034900262048,WGS84
2015S0012,2015-01-08,2015-01-09,Dinoflagellates,Noctiluca scintillans,"Lido Beach, Tsuen Wan",22.3675090544777,114.07627104348,WGS84
2015S0013,2015-01-09,2015-01-15,Dinoflagellates,Noctiluca scintillans,Ma Wan fish culture zone,22.3521986065323,114.056258207084,WGS84
2015S0014,2015-01-25,2015-01-30,Others,Mesodinium rubrum,"Po Pin Chau, Sai Kung",22.3627764491807,114.376941216315,WGS84
2015S0015,2015-01-26,2015-01-30,Dinoflagellates,Noctiluca scintillans,Tai Lam near Marine Police West Division Base,22.362728408578,114.012271588055,WGS84
2015S0016,2015-01-26,2015-02-18,Dinoflagellates,Noctiluca scintillans,Tolo Harbour from Ma Liu Shui to Sam Mun Tsai,22.4366802434552,114.210932716878,WGS84
2015S0017,2015-02-03,2015-02-06,Dinoflagellates,Noctiluca scintillans,"Lam Tsuen River near Yuen Chau Tsai, Tai Po",22.4495715212572,114.175919168661,WGS84
2015S0018,2015-02-16,2015-02-18,Dinoflagellates,Noctiluca scintillans,"Plover Cove to Kat O Hoi, Hoi Ha Wan and Tai Tan Hoi including WW and KAU FCZ",22.4723029488869,114.294664353883,WGS84
2015S0019,2015-02-17,2015-02-18,Dinoflagellates,Noctiluca scintillans,Port Shelter near Shelter Island to Ping Min Chau,22.3171292426733,114.310417056003,WGS84
2015S0020,2015-02-22,2015-02-24,Dinoflagellates,Noctiluca scintillans,Cheung Chau Tung Wan Beach,22.2085137410723,114.031989902008,WGS84
2015S0021,2015-02-26,2015-04-09,Dinoflagellates,Heterocapsa circularisquama,"Tolo Harbour to Three Fathoms Cove including YTT, YTTE and YSA FCZ",22.4449739901268,114.239656916513,WGS84
2015S0022,2015-02-26,2015-03-13,Dinoflagellates,Noctiluca scintillans,"Po Pin Chau, Sai Kung",22.3610363683955,114.377780600657,WGS84
2015S0023,2015-02-26,2015-02-27,Dinoflagellates,Noctiluca scintillans,Hoi Ha Wan,22.4700815210511,114.331362973684,WGS84
2015S0024,2015-03-09,2015-03-13,Dinoflagellates,Noctiluca scintillans,"Pak Lap Wan to Wang Chau, Sai Kung",22.3417892000437,114.36572311772,WGS84
2015S0025,2015-03-16,2015-03-20,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2208094753469,114.214222765328,WGS84
2015S0026,2015-03-16,2015-03-18,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second Beach, Sai Kung",22.287718692829,114.287996344537,WGS84
2015S0028,2015-03-27,2015-04-04,Dinoflagellates,Noctiluca scintillans,"Port Shelter near The Hong Kong University of Science and Technology, Sai Kung",22.3381647468202,114.268271336594,WGS84
2015S0027,2015-03-27,2015-03-31,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3228983464446,114.272370671896,WGS84
2015S0029,2015-03-29,2015-03-30,Dinoflagellates,Noctiluca scintillans,"Fa Shan near Po Pin Chau, Sai Kung",22.3568866889735,114.377530449814,WGS84
2015S0030,2015-03-31,2015-04-05,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second Beach, Sai Kung",22.2874507844879,114.287991960077,WGS84
2015S0031,2015-04-05,2015-04-08,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2324042793553,114.223938261754,WGS84
2015S0032,2015-04-05,2015-04-09,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2217010470825,114.214428964888,WGS84
2015S0033,2015-04-14,2015-04-28,Dinoflagellates,Gonyaulax polygramma,"Rocky Harbour near Jin Island, Sai Kung",22.3234159868617,114.339378083983,WGS84
2015S0034,2015-04-15,2015-04-22,Dinoflagellates,Gonyaulax polygramma,Mirs Bay,22.529696373809,114.386910933757,WGS84
2015S0036,2015-04-17,2015-04-20,Dinoflagellates,Gonyaulax polygramma,"Clear Water Bay Second Beach, Sai Kung",22.2865055256568,114.288185053457,WGS84
2015S0035,2015-04-17,2015-04-28,Dinoflagellates,Gonyaulax polygramma,Po Toi O Fish Culture Zone,22.2742995616665,114.294072242103,WGS84
2015S0037,2015-04-18,2015-04-22,Dinoflagellates,Gonyaulax polygramma,"Silverstrand Beach, Sai Kung",22.3224144253469,114.272919565976,WGS84
2015S0040,2015-04-20,2015-04-29,Dinoflagellates,Gonyaulax polygramma,Long Harbour,22.4448795850481,114.347449157557,WGS84
2015S0038,2015-04-20,2015-04-30,Dinoflagellates,Gonyaulax polygramma,Sok Kwu Wan Fish Culture Zone,22.2111667885761,114.136058097079,WGS84
2015S0039,2015-04-20,2015-05-04,Dinoflagellates,Gonyaulax polygramma,Repulse Bay and Deep Water Bay,22.2410683394533,114.183557449661,WGS84
2015S0041,2015-04-24,2015-05-05,Dinoflagellates,Gonyaulax polygramma,"Turtle Cove Beach, Hong Kong Island",22.2325419310204,114.223447692698,WGS84
2015S0042,2015-04-27,2015-05-04,Dinoflagellates,Gonyaulax polygramma,East Lamma Channel including Lo Tik Wan Fish Culture Zone,22.2430266273313,114.129363359205,WGS84
2015S0044,2015-05-07,2015-05-11,Dinoflagellates,Noctiluca scintillans,Junk Bay,22.2901550424554,114.258796635202,WGS84
2015S0043,2015-05-07,2015-05-12,Dinoflagellates,Noctiluca scintillans,"Silver Mine Bay Beach, Lantau Island",22.271411665843,114.000597982769,WGS84
2015S0045,2015-05-07,2015-05-11,Dinoflagellates,Noctiluca scintillans,Rambler Channel near Hoi Hing Road,22.3707427897838,114.106562440645,WGS84
2015S0046,2015-05-07,2015-05-12,Dinoflagellates,Noctiluca scintillans,Water off Cheung Sha Wan Wholesale Market,22.3238087182556,114.151190221517,WGS84
2015S0047,2015-05-08,2015-05-12,Dinoflagellates,Noctiluca scintillans,Stanley Bay,22.2179741104351,114.21103898478,WGS84
2015S0048,2015-05-09,2015-05-12,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach, Hong Kong Island",22.2363306371035,114.195847037114,WGS84
2015S0049,2015-05-09,2015-05-12,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok Beach, Hong Kong Island",22.2172733477468,114.201790655461,WGS84
2015S0050,2015-05-09,2015-05-12,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay Beach, Hong Kong Island",22.2446220079448,114.186931211636,WGS84
2015S0051,2015-05-14,2015-05-19,Dinoflagellates,Noctiluca scintillans,"Pui O Beach, Lantau Island",22.2385003572823,113.974353296594,WGS84
2015S0052,2015-06-08,2015-06-17,Diatom,Pseudo-nitzschia pungens,"Deep Water Bay and Repulse Bay, Hong Kong Island",22.2398379232709,114.184461669592,WGS84
2015S0053,2015-08-26,2015-08-31,Dinoflagellates,Gyrodinium impudicum,O Pui Tong Fish Culture Zone,22.5452265615137,114.300284893954,WGS84
2015S0054,2015-11-18,2015-11-20,Others,Trichodesmium erythraeum,"Silverstrand Beach, Sai Kung",22.3229311875466,114.272099755279,WGS84
2015S0055,2015-12-14,2015-12-15,Dinoflagellates,Karenia mikimotoi,Yim Tin Tsai Fish Culture Zone,22.4534208337514,114.206259955219,WGS84
2016S0004,2016-01-01,2016-02-09,Dinoflagellates,Karenia papilionacea,Lo Fu Wat Fish Culture Zone,22.468782328799,114.272345072943,WGS84
2016S0004,2016-01-01,2016-02-09,Dinoflagellates,Karenia mikimotoi,Lo Fu Wat Fish Culture Zone,22.468782328799,114.272345072943,WGS84
2016S0001,2016-01-02,2016-02-09,Dinoflagellates,Karenia papilionacea,Sham Wan Fish Culture Zone,22.441183866845,114.353211370711,WGS84
2016S0001,2016-01-02,2016-02-09,Dinoflagellates,Karenia mikimotoi,Sham Wan Fish Culture Zone,22.441183866845,114.353211370711,WGS84
2016S0002,2016-01-03,2016-02-09,Dinoflagellates,Karenia mikimotoi,Lo Fu Wat fish culture zone to Tolo channel,22.4607974275152,114.275941365266,WGS84
2016S0002,2016-01-03,2016-02-09,Dinoflagellates,Karenia papilionacea,Lo Fu Wat fish culture zone to Tolo channel,22.4607974275152,114.275941365266,WGS84
2016S0003,2016-01-04,2016-02-09,Dinoflagellates,Karenia papilionacea,Hoi Ha Wan to Long Harbour,22.4517150586737,114.346718509555,WGS84
2016S0003,2016-01-04,2016-02-09,Dinoflagellates,Karenia mikimotoi,Hoi Ha Wan to Long Harbour,22.4517150586737,114.346718509555,WGS84
2016S0005,2016-01-07,2016-02-09,Dinoflagellates,Karenia papilionacea,Yim Tin Tsai Fish Culture Zone,22.4529483204561,114.205985011439,WGS84
2016S0005,2016-01-07,2016-02-09,Dinoflagellates,Karenia mikimotoi,Yim Tin Tsai Fish Culture Zone,22.4529483204561,114.205985011439,WGS84
2016S0006,2016-01-09,2016-02-09,Dinoflagellates,Karenia mikimotoi,Yung Shue Au Fish Culture Zone,22.4240724672059,114.278507175042,WGS84
2016S0006,2016-01-09,2016-02-09,Dinoflagellates,Karenia papilionacea,Yung Shue Au Fish Culture Zone,22.4240724672059,114.278507175042,WGS84
2016S0007,2016-01-10,2016-02-09,Dinoflagellates,Karenia mikimotoi,Yim Tin Tsai (East) Fish Culture Zone,22.4542400955121,114.222001231812,WGS84
2016S0007,2016-01-10,2016-02-09,Dinoflagellates,Karenia papilionacea,Yim Tin Tsai (East) Fish Culture Zone,22.4542400955121,114.222001231812,WGS84
2016S0008,2016-01-21,2016-02-09,Dinoflagellates,Karenia papilionacea,Kau Lau Wan Fish Culture Zone,22.4582402900305,114.359413039367,WGS84
2016S0008,2016-01-21,2016-02-09,Dinoflagellates,Karenia mikimotoi,Kau Lau Wan Fish Culture Zone,22.4582402900305,114.359413039367,WGS84
2016S0009,2016-01-21,2016-01-25,Dinoflagellates,Noctiluca scintillans,Cheung Sha Wan Fish Culture Zone,22.2364316981356,114.006256351355,WGS84
2016S0010,2016-01-29,2016-02-09,Dinoflagellates,Karenia mikimotoi,Tap Mun Fish Culture Zone,22.4736227961074,114.354728958064,WGS84
2016S0010,2016-01-29,2016-02-09,Dinoflagellates,Karenia papilionacea,Tap Mun Fish Culture Zone,22.4736227961074,114.354728958064,WGS84
2016S0011,2016-01-29,2016-02-09,Dinoflagellates,Karenia mikimotoi,O Pui Tong Fish Culture Zone,22.5451763216855,114.299404474638,WGS84
2016S0011,2016-01-29,2016-02-09,Dinoflagellates,Karenia papilionacea,O Pui Tong Fish Culture Zone,22.5451763216855,114.299404474638,WGS84
2016S0012,2016-02-05,2016-02-25,Dinoflagellates,Akashiwo sanguinea,Southeast waters of Kau Sai Chau including Kau Sai Fish Culture Zone,22.3524497191917,114.331015897898,WGS84
2016S0013,2016-02-10,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Sai Kung Waters including PTO, KS, TCW, TTC, KLW and MNW FCZs",22.3488207341274,114.285670101399,WGS84
2016S0014,2016-02-11,2016-02-26,Dinoflagellates,Akashiwo sanguinea,"Clear Water Bay Second Beach, Sai Kung",22.288282225345,114.289509894965,WGS84
2016S0015,2016-02-11,2016-02-18,Dinoflagellates,Akashiwo sanguinea,"Silverstrand Beach, Sai Kung",22.3228857918815,114.272312843512,WGS84
2016S0016,2016-02-13,2016-04-06,Dinoflagellates,Akashiwo sanguinea,Wong Chuk Kok Hoi to O Pui Tong including Wong Wan & O Pui Tong FCZs,22.5095723676055,114.320614105436,WGS84
2016S0020,2016-02-13,2016-02-25,Dinoflagellates,Akashiwo sanguinea,Tai Tam Bay,22.2246235890467,114.22585892327,WGS84
2016S0017,2016-02-14,2016-02-18,Dinoflagellates,Akashiwo sanguinea,"Deep Water Bay Beach, Hong Kong Island",22.2438527610108,114.187431511753,WGS84
2016S0018,2016-02-14,2016-04-06,Dinoflagellates,Akashiwo sanguinea,"Starling Inlet to Double Haven including Sha Tau Kok, Ap Chau and Kat O FCZs",22.5382507573393,114.271501594249,WGS84
2016S0019,2016-02-14,2016-03-24,Dinoflagellates,Akashiwo sanguinea,Rocky Harbour including Leung Shuen Wan Fish Culture Zone,22.3442576781368,114.345121176908,WGS84
2016S0021,2016-02-14,2016-02-25,Dinoflagellates,Akashiwo sanguinea,Deep Water Bay,22.2414829527886,114.182955790193,WGS84
2016S0022,2016-02-18,2016-02-26,Dinoflagellates,Akashiwo sanguinea,Tathong Channel to Lei Yue Mun including Tung Lung Chau Fish Culture Zone,22.2633181711712,114.263340514367,WGS84
2016S0022,2016-02-18,2016-02-26,Others,Dictyocha octonaria,Tathong Channel to Lei Yue Mun including Tung Lung Chau Fish Culture Zone,22.2633181711712,114.263340514367,WGS84
2016S0022,2016-02-18,2016-02-26,Dinoflagellates,Noctiluca scintillans,Tathong Channel to Lei Yue Mun including Tung Lung Chau Fish Culture Zone,22.2633181711712,114.263340514367,WGS84
2016S0023,2016-02-19,2016-04-14,Dinoflagellates,Akashiwo sanguinea,"Port Shelter, Sai Kung",22.3383898066865,114.276288982611,WGS84
2016S0023,2016-02-19,2016-04-14,Dinoflagellates,Noctiluca scintillans,"Port Shelter, Sai Kung",22.3383898066865,114.276288982611,WGS84
2016S0023,2016-02-19,2016-04-14,Others,Dictyocha octonaria,"Port Shelter, Sai Kung",22.3383898066865,114.276288982611,WGS84
2016S0024,2016-02-19,2016-02-25,Others,Dictyocha octonaria,Long Harbour,22.4558941446913,114.343016762526,WGS84
2016S0024,2016-02-19,2016-02-25,Dinoflagellates,Noctiluca scintillans,Long Harbour,22.4558941446913,114.343016762526,WGS84
2016S0025,2016-02-23,2016-03-11,Dinoflagellates,Akashiwo sanguinea,Tolo Channel,22.47964562251,114.310662757959,WGS84
2016S0026,2016-02-27,2016-02-29,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3226527625648,114.272289263944,WGS84
2016S0026,2016-02-27,2016-02-29,Dinoflagellates,Akashiwo sanguinea,"Silverstrand Beach, Sai Kung",22.3226527625648,114.272289263944,WGS84
2016S0027,2016-02-29,2016-03-04,Dinoflagellates,Akashiwo sanguinea,Junk Bay,22.2945511080509,114.264571283636,WGS84
2016S0028,2016-03-01,2016-03-16,Dinoflagellates,Akashiwo sanguinea,"Hoi Ha Wan, Sai Kung",22.4710377262612,114.335260126804,WGS84
2016S0029,2016-03-02,2016-03-16,Dinoflagellates,Akashiwo sanguinea,Sham Wan Fish Culture Zone,22.4406708539022,114.352999308756,WGS84
2016S0030,2016-03-03,2016-03-22,Dinoflagellates,Akashiwo sanguinea,East Lamma Channel and West Lamma Channel including CSW and SKW FCZs,22.2449717404778,114.079504633723,WGS84
2016S0031,2016-03-04,2016-03-14,Dinoflagellates,Akashiwo sanguinea,Lo Tik Wan Fish Culture Zone,22.2210154874582,114.129515810363,WGS84
2016S0032,2016-03-05,2016-03-24,Dinoflagellates,Akashiwo sanguinea,"Clear Water Bay Second Beach, Sai Kung",22.2875705248849,114.288605041102,WGS84
2016S0033,2016-03-05,2016-03-10,Dinoflagellates,Akashiwo sanguinea,"Silver Mine Bay Beach, Lantau Island",22.2707718324401,114.000659803666,WGS84
2016S0034,2016-03-05,2016-03-21,Dinoflagellates,Akashiwo sanguinea,"Kwun Yam Beach, Cheung Chau",22.2074801009354,114.034617088677,WGS84
2016S0035,2016-03-05,2016-03-21,Dinoflagellates,Akashiwo sanguinea,Cheung Chau Tung Wan Beach,22.2095584893221,114.031600400323,WGS84
2016S0036,2016-03-05,2016-03-14,Dinoflagellates,Akashiwo sanguinea,Discovery Bay to Silver Mine Bay,22.2975192338985,114.035625527174,WGS84
2016S0037,2016-03-07,2016-03-14,Dinoflagellates,Akashiwo sanguinea,Central Pier,22.2885598044345,114.159163922989,WGS84
2016S0038,2016-03-10,2016-03-14,Dinoflagellates,Akashiwo sanguinea,"Golden Beach, Tuen Mun",22.3701058983055,113.988491261032,WGS84
2016S0039,2016-03-29,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Silver Mine Bay Beach, Lantau Island",22.2707200468666,114.000132349276,WGS84
2016S0040,2016-03-29,2016-04-29,Dinoflagellates,Akashiwo sanguinea,"Tolo Harbour to Long Harbour including YTT, YE, TM, KAU and SW FCZs",22.460094326991,114.280904727055,WGS84
2016S0046,2016-03-31,2016-04-14,Dinoflagellates,Noctiluca scintillans,Deep Water Bay to Tai Tam Bay,22.1988757543143,114.202484963744,WGS84
2016S0047,2016-03-31,2016-04-14,Dinoflagellates,Noctiluca scintillans,Clear Water Bay to Tung Lung Chau including Tung Lung Chau Fish Culture Zone,22.2598565965416,114.305289705159,WGS84
2016S0042,2016-03-31,2016-04-13,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2327785304819,114.223179372175,WGS84
2016S0043,2016-03-31,2016-04-13,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay Beach, Hong Kong Island",22.2430735850349,114.187838979605,WGS84
2016S0041,2016-03-31,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second Beach, Sai Kung",22.2879391798166,114.288042573042,WGS84
2016S0044,2016-03-31,2016-04-08,Dinoflagellates,Noctiluca scintillans,"South Bay Beach, Hong Kong Island",22.2244766795861,114.196374095073,WGS84
2016S0045,2016-03-31,2016-04-13,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach, Hong Kong Island",22.2354126053455,114.196892640564,WGS84
2016S0049,2016-04-01,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Lower Cheung Sha Beach, Lantau Island",22.2331034584699,113.951498285563,WGS84
2016S0048,2016-04-01,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Tong Fuk Beach, Lantau Island",22.2276846172504,113.936363013025,WGS84
2016S0050,2016-04-01,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Upper Cheung Sha Beach, Lantau Island",22.2310570694371,113.944229204477,WGS84
2016S0051,2016-04-01,2016-04-12,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2208879547785,114.214368205862,WGS84
2016S0053,2016-04-01,2016-04-12,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok Beach, Hong Kong Island",22.2170983226152,114.20144155084,WGS84
2016S0052,2016-04-01,2016-04-12,Dinoflagellates,Noctiluca scintillans,"Middle Bay Beach, Hong Kong Island",22.2297142140379,114.197811844055,WGS84
2016S0057,2016-04-01,2016-04-14,Dinoflagellates,Noctiluca scintillans,Sheung Sze Mun to Ninepin Group,22.2267519561027,114.309153957321,WGS84
2016S0056,2016-04-01,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2910053671948,114.29127107229,WGS84
2016S0054,2016-04-01,2016-04-15,Dinoflagellates,Noctiluca scintillans,"Pui O Beach, Lantau Island",22.2389395255053,113.975603829559,WGS84
2016S0054,2016-04-01,2016-04-15,Dinoflagellates,Akashiwo sanguinea,"Pui O Beach, Lantau Island",22.2389395255053,113.975603829559,WGS84
2016S0055,2016-04-01,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Shek O Beach, Hong Kong Island",22.2286360828073,114.251500800167,WGS84
2016S0058,2016-04-03,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229306703437,114.272196098707,WGS84
2016S0059,2016-04-03,2016-04-14,Dinoflagellates,Noctiluca scintillans,Junk Bay,22.2935638429296,114.259607573025,WGS84
2016S0059,2016-04-03,2016-04-14,Dinoflagellates,Akashiwo sanguinea,Junk Bay,22.2935638429296,114.259607573025,WGS84
2016S0061,2016-04-05,2016-04-29,Dinoflagellates,Noctiluca scintillans,"Wong Mau Chau to Po Pin Chau waters, Sai Kung",22.3976873690989,114.398331316588,WGS84
2016S0062,2016-04-05,2016-04-08,Dinoflagellates,Noctiluca scintillans,"Sheung Sze Wan, Sai Kung",22.3079246472811,114.292124350701,WGS84
2016S0060,2016-04-06,2016-04-11,Dinoflagellates,Akashiwo sanguinea,"Big Wave Bay Beach, Hong Kong Island",22.2464371656231,114.247447706883,WGS84
2016S0064,2016-04-07,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Hap Mun Bay Beach, Sai Kung",22.3565496665292,114.295843505218,WGS84
2016S0063,2016-04-07,2016-04-11,Dinoflagellates,Noctiluca scintillans,"Trio Beach, Sai Kung",22.3572214297694,114.26704945943,WGS84
2016S0065,2016-04-14,2016-04-29,Dinoflagellates,Akashiwo sanguinea,Tathong Channel to Joss House Bay including Tung Lung Chau Fish Culture Zone,22.2539872338984,114.268247670634,WGS84
2016S0066,2016-04-14,2016-04-29,Dinoflagellates,Akashiwo sanguinea,Clear Water Bay to Port Shelter,22.3383929897524,114.282419418513,WGS84
2016S0067,2016-04-15,2016-04-18,Dinoflagellates,Akashiwo sanguinea,"Hap Mun Bay Beach, Sai Kung",22.3565213953138,114.295888014202,WGS84
2016S0068,2016-04-15,2016-04-21,Dinoflagellates,Noctiluca scintillans,Tolo Channel including Lo Fu Wat Fish Culture Zone,22.4660548162241,114.278807605584,WGS84
2016S0069,2016-04-15,2016-04-17,Dinoflagellates,Akashiwo sanguinea,Cheung Chau Tung Wan Beach,22.2102725024297,114.030331984736,WGS84
2016S0069,2016-04-15,2016-04-17,Dinoflagellates,Noctiluca scintillans,Cheung Chau Tung Wan Beach,22.2102725024297,114.030331984736,WGS84
2016S0070,2016-04-16,2016-04-19,Dinoflagellates,Noctiluca scintillans,"Lo So Shing Beach, Lamma Island",22.2047117524487,114.122302426898,WGS84
2016S0071,2016-04-19,2016-04-25,Dinoflagellates,Akashiwo sanguinea,O Pui Tong including O Pui Tong Fish Culture Zone,22.5432824364164,114.301285795423,WGS84
2016S0072,2016-04-22,2016-04-29,Dinoflagellates,Noctiluca scintillans,Sham Wan Fish Culture Zone,22.4409028205043,114.353088536678,WGS84
2016S0073,2016-04-24,2016-04-26,Dinoflagellates,Noctiluca scintillans,"Pui O Beach, Lantau Island",22.2392412968157,113.976008312563,WGS84
2016S0074,2016-04-25,2016-04-29,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2327526834403,114.223215292439,WGS84
2016S0075,2016-04-25,2016-04-29,Dinoflagellates,Noctiluca scintillans,Wong Chuk Kok Hoi,22.5084318723527,114.318119892225,WGS84
2016S0077,2016-05-01,2016-05-04,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3232688543564,114.272230610913,WGS84
2016S0076,2016-05-01,2016-05-09,Dinoflagellates,Noctiluca scintillans,"Tolo Harbour to Long Harbour including  LFW,YTT,YE,TM,KAU&SW FCZ",22.4561735288333,114.275856682007,WGS84
2016S0084,2016-05-01,2016-05-13,Dinoflagellates,Noctiluca scintillans,Double Haven to Tung Ping Chau including O Pui Tong FCZ,22.5369611820736,114.391527838195,WGS84
2016S0078,2016-05-02,2016-05-04,Dinoflagellates,Noctiluca scintillans,"Kiu Tsui Beach, Sai Kung",22.368162009087,114.287918275326,WGS84
2016S0079,2016-05-02,2016-05-04,Dinoflagellates,Noctiluca scintillans,"Hap Mun Bay Beach, Sai Kung",22.3565750125121,114.295933214127,WGS84
2016S0080,2016-05-03,2016-05-09,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2911168554888,114.291532113361,WGS84
2016S0086,2016-05-03,2016-05-06,Dinoflagellates,Noctiluca scintillans,Junk Bay,22.2990294096106,114.261072706116,WGS84
2016S0081,2016-05-03,2016-05-11,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second Beach, Sai Kung",22.2880927906181,114.288055755868,WGS84
2016S0082,2016-05-03,2016-05-11,Dinoflagellates,Noctiluca scintillans,"Shek O Beach, Hong Kong Island",22.2288383939461,114.251802665518,WGS84
2016S0085,2016-05-03,2016-05-13,Dinoflagellates,Noctiluca scintillans,"Wong Mau Chau to Tai Long Wan, Sai Kung",22.4255882736493,114.417023831699,WGS84
2016S0083,2016-05-03,2016-05-11,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2324539616822,114.223073031383,WGS84
2016S0087,2016-05-04,2016-05-11,Dinoflagellates,Noctiluca scintillans,Tai Miu Wan to Sheung Sze Mun including Tung Lung Chau Fish Culture Zone,22.2096221177787,114.26566280569,WGS84
2016S0088,2016-05-05,2016-05-09,Dinoflagellates,Noctiluca scintillans,"Big Wave Bay Beach, Hong Kong Island",22.2464403295085,114.2475858303,WGS84
2016S0089,2016-05-07,2016-05-10,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.221596140906,114.214296445527,WGS84
2016S0090,2016-08-04,2016-08-22,Dinoflagellates,Gonyaulax verior,"Tolo Harbour including Yim Tin Tsai, Yim Tin Tsai East and Yung Shue Au FCZs",22.4468445557271,114.234457362906,WGS84
2016S0090,2016-08-04,2016-08-22,Dinoflagellates,Heterocapsa pygmaea,"Tolo Harbour including Yim Tin Tsai, Yim Tin Tsai East and Yung Shue Au FCZs",22.4468445557271,114.234457362906,WGS84
2016S0091,2016-09-06,2016-09-14,Dinoflagellates,Neoceratium furca,Rocky Harbour including Tai Tau Chau Fish Culture Zone,22.3479868415313,114.334491317106,WGS84
2016S0092,2016-11-06,2016-11-15,Others,Phaeocystis globosa,"Tsam Chuk Wan, Sai Kung",22.390542539363,114.315294374212,WGS84
2016S0093,2016-12-21,2016-12-28,Others,Mesodinium rubrum,"Yeung Chau to Tai Tau Chau, Sai Kung including Tai Tau Chau FCZ",22.382141348214,114.295236099987,WGS84
2016S0094,2016-12-29,2017-01-20,Others,Phaeocystis globosa,Junk Bay,22.2984745875267,114.26040800232,WGS84
2017S0001,2017-01-02,2017-01-09,Dinoflagellates,Noctiluca scintillans,Long Harbour including Tap Mun and Sham Wan fish culture zones,22.4752750350273,114.346634749376,WGS84
2017S0002,2017-01-02,2017-01-19,Others,Phaeocystis globosa,Deep Bay to Urmston Road,22.3600501375757,113.964452371899,WGS84
2017S0003,2017-01-04,2017-01-20,Others,Phaeocystis globosa,"Southwestern waters of Hong Kong including MW, LTW, SKW and CSW FCZs",22.2438460357057,114.010121894811,WGS84
2017S0004,2017-01-11,2017-01-26,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2447396772912,114.18708143723,WGS84
2017S0005,2017-01-11,2017-01-20,Others,Phaeocystis globosa,"Repluse Bay Beach, Hong Kong Island",22.2376618876635,114.194139949067,WGS84
2017S0006,2017-01-11,2017-01-12,Others,Phaeocystis globosa,"South Bay Beach, Hong Kong Island",22.2249865642328,114.197309106169,WGS84
2017S0007,2017-01-11,2017-01-13,Others,Phaeocystis globosa,"Middle Bay Beach, Hong Kong Island",22.2298225524499,114.197973031895,WGS84
2017S0010,2017-01-11,2017-01-19,Others,Phaeocystis globosa,"Castle Peak Beach, Tuen Mun",22.3787805728599,113.98025101781,WGS84
2017S0009,2017-01-11,2017-01-19,Others,Phaeocystis globosa,"Cafeteria New Beach, Tuen Mun",22.3724087874366,113.987418232868,WGS84
2017S0008,2017-01-11,2017-01-19,Others,Phaeocystis globosa,"Golden Beach, Tuen Mun",22.372257089107,113.98754603185,WGS84
2017S0011,2017-01-20,2017-01-23,Others,Phaeocystis globosa,"Pui O Beach, Lantau Island",22.2393087751193,113.977182789332,WGS84
2017S0012,2017-01-23,2017-01-27,Dinoflagellates,Akashiwo sanguinea,Tolo Harbour near Pak Sha Tau,22.4553056329034,114.244846591416,WGS84
2017S0012,2017-01-23,2017-01-27,Dinoflagellates,Tripos furca,Tolo Harbour near Pak Sha Tau,22.4553056329034,114.244846591416,WGS84
